1033,17:40:39.0811,-53:40:11.7696,17.1377 
1035,17:40:42.4625,-53:40:11.7624,13.9172 
1037,17:40:46.4866,-53:40:11.622,15.987 
1039,17:40:44.67,-53:40:11.46,17.3996 
1040,17:40:43.7208,-53:40:11.4204,16.9628 
1041,17:40:43.925,-53:40:11.1972,26.6261 
1043,17:40:46.3829,-53:40:11.0028,17.8996 
1048,17:40:43.4878,-53:40:10.56,17.2776 
1050,17:40:44.3249,-53:40:10.4268,17.2562 
1053,17:40:40.6726,-53:40:10.2756,17.6144 
1062,17:40:44.0222,-53:40:09.6312,16.3776 
1063,17:40:42.151,-53:40:09.6168,17.1587 
1065,17:40:43.1604,-53:40:09.5016,16.5595 
1067,17:40:40.3807,-53:40:09.2064,17.6341 
1069,17:40:40.8218,-53:40:08.7348,17.2306 
1071,17:40:45.2064,-53:40:08.6448,17.201 
1072,17:40:42.6425,-53:40:08.49,17.7355 
1074,17:40:45.0446,-53:40:08.2092,16.1145 
1075,17:40:42.2311,-53:40:07.9284,17.8565 
1076,17:40:45.564,-53:40:07.7268,17.1064 
1077,17:40:41.1228,-53:40:07.6728,17.4779 
1078,17:40:40.9202,-53:40:07.536,26.5531 
1080,17:40:46.0121,-53:40:07.3092,21.7785 
1081,17:40:45.6014,-53:40:07.1652,13.8794 
1084,17:40:44.0172,-53:40:06.9924,15.9354 
1086,17:40:43.0301,-53:40:06.8916,17.3906 
1091,17:40:43.2605,-53:40:05.934,17.1608 
1093,17:40:43.1383,-53:40:05.8404,17.1191 
1098,17:40:43.2614,-53:40:05.394,13.9833 
1101,17:40:40.5641,-53:40:04.854,17.2793 
1102,17:40:39.4697,-53:40:04.7784,25.2361 
1104,17:40:45.2942,-53:40:04.71,17.15 
1105,17:40:40.0836,-53:40:04.6848,17.138 
1107,17:40:42.8921,-53:40:04.4724,17.7784 
1110,17:40:44.016,-53:40:04.3824,17.4632 
1114,17:40:41.1259,-53:40:03.7236,17.7693 
1115,17:40:44.1845,-53:40:03.6804,17.235 
1116,17:40:45.918,-53:40:03.468,26.7605 
1124,17:40:39.7985,-53:40:02.892,17.5644 
1127,17:40:43.5636,-53:40:02.3808,17.6819 
1130,17:40:44.0438,-53:40:01.83,17.3045 
1131,17:40:43.6145,-53:40:01.8264,17.7382 
1137,17:40:40.0008,-53:40:01.0092,17.7718 
1140,17:40:43.3346,-53:40:00.8688,17.887 
1142,17:40:40.6867,-53:40:00.7788,16.1242 
1145,17:40:41.5742,-53:40:00.5592,17.2209 
1146,17:40:43.3399,-53:40:00.3756,17.1136 
1154,17:40:43.4688,-53:39:59.5008,17.6293 
1156,17:40:43.4431,-53:39:59.1156,23.1301 
1163,17:40:44.9525,-53:39:58.2948,17.8306 
1165,17:40:44.2553,-53:39:57.852,17.6536 
1169,17:40:42.5201,-53:39:57.1536,17.8871 
1172,17:40:42.3917,-53:39:56.8908,17.7186 
1175,17:40:41.6712,-53:39:56.7864,16.1747 
1179,17:40:44.4415,-53:39:56.3796,17.8911 
1180,17:40:43.1964,-53:39:56.2644,17.6316 
1187,17:40:43.1282,-53:39:55.656,17.0695 
1192,17:40:41.8805,-53:39:55.17,17.2746 
1201,17:40:44.7492,-53:39:54.3744,17.2514 
1206,17:40:41.0921,-53:39:53.6328,17.4331 
1208,17:40:41.6386,-53:39:53.406,23.1672 
1212,17:40:42.2227,-53:39:52.848,15.7356 
1214,17:40:41.7533,-53:39:52.7184,17.8385 
1220,17:40:44.2013,-53:39:52.218,17.8213 
1223,17:40:43.4885,-53:39:52.074,17.3143 
1227,17:40:42.2326,-53:39:51.7824,17.2001 
1237,17:40:43.1436,-53:39:50.238,17.8477 
5580,17:40:41.1919,-53:40:58.9332,21.0108 
5598,17:40:43.3822,-53:41:00.7116,20.0075 
5599,17:40:43.3615,-53:40:59.322,20.7403 
5601,17:40:43.1858,-53:41:00.1572,18.976 
5602,17:40:43.1724,-53:40:59.7792,27.9075 
5603,17:40:43.1393,-53:40:59.2896,19.1972 
5605,17:40:43.0769,-53:40:59.1384,18.2398 
5606,17:40:42.996,-53:41:01.6332,23.7672 
5607,17:40:43.4323,-53:41:01.3272,22.8659 
5609,17:40:43.397,-53:41:00.7656,23.1638 
5611,17:40:43.3073,-53:40:59.5056,25.213 
5612,17:40:43.2994,-53:40:58.98,29.5751 
5613,17:40:43.217,-53:40:59.8836,22.6175 
5614,17:40:43.1762,-53:41:00.6756,26.2307 
5616,17:40:42.9619,-53:40:59.4264,25.8489 
5617,17:40:42.9526,-53:41:00.5748,27.6916 
5618,17:40:42.9442,-53:41:01.338,25.667 
5627,17:40:42.5527,-53:41:01.6548,21.6721 
5628,17:40:42.505,-53:41:01.0104,19.8721 
5629,17:40:42.5122,-53:41:01.7088,25.8317 
5631,17:40:42.39,-53:40:59.2644,22.5185 
5664,17:40:41.4665,-53:40:59.3724,18.4194 
5746,17:40:44.3364,-53:40:59.3508,18.6466 
5753,17:40:44.1684,-53:40:59.7576,26.0656 
5754,17:40:44.1271,-53:40:59.2068,26.7136 
5755,17:40:44.0114,-53:40:59.2932,25.2668 
5761,17:40:43.728,-53:41:01.1364,19.6986 
5766,17:40:43.7856,-53:41:01.0356,23.6406 
5767,17:40:43.6882,-53:41:00.0996,26.5094 
5817,17:40:42.2059,-53:41:01.6152,18.5753 
5819,17:40:41.9688,-53:41:00.2976,18.1063 
5821,17:40:42.247,-53:41:01.8924,25.1864 
5824,17:40:42.0482,-53:41:01.2012,26.3072 
5829,17:40:41.9014,-53:41:00.2688,28.3917 
6021,17:40:44.947,-53:40:56.3664,19.7272 
6023,17:40:44.6299,-53:40:54.7464,26.4164 
6027,17:40:44.754,-53:40:55.1244,25.5774 
6031,17:40:44.635,-53:40:54.4764,25.4502 
6050,17:40:41.832,-53:40:57.306,20.4665 
6051,17:40:41.663,-53:40:57.1116,25.1743 
6052,17:40:41.4101,-53:40:57.1404,24.496 
6053,17:40:41.3654,-53:40:54.4908,27.0246 
6054,17:40:41.8291,-53:40:58.1088,25.7501 
6055,17:40:41.8085,-53:40:56.0892,22.9615 
6057,17:40:41.7398,-53:40:58.2744,25.7435 
6059,17:40:41.8207,-53:40:57.468,27.5471 
6097,17:40:45.1474,-53:40:54.354,18.597 
6126,17:40:43.9548,-53:40:57.3096,19.8589 
6127,17:40:43.8046,-53:40:57.8136,18.7265 
6128,17:40:43.6044,-53:40:54.6816,22.5098 
6129,17:40:43.507,-53:40:58.1268,20.9247 
6130,17:40:43.8679,-53:40:54.9516,26.6207 
6131,17:40:43.7957,-53:40:54.7536,25.791 
6132,17:40:43.757,-53:40:55.902,25.9975 
6134,17:40:43.601,-53:40:54.7032,24.5605 
6135,17:40:42.7922,-53:40:57.144,21.0742 
6136,17:40:42.7795,-53:40:57.9144,18.101 
6137,17:40:42.7289,-53:40:54.966,20.48 
6138,17:40:42.6953,-53:40:58.4616,18.8373 
6140,17:40:42.8988,-53:40:57.8424,26.2688 
